sale_id,customer_id,product_id,employee_id,store_id,payment_type_id,sale_date,quantity,total_amount
46,2825,1510,1702,1943,3,2024-01-17,7,2776.69
47,3964,10607,3845,152,5,2022-08-18,7,3720.08
48,17200,5263,1306,873,3,2023-02-01,2,408.08
49,2542,11211,1853,641,3,2021-06-12,2,1974.52
50,20450,4397,4798,325,5,2022-10-18,1,771.8
51,17210,18,2127,1278,3,2022-10-19,9,451.71
52,22299,10130,1944,843,3,2020-07-04,3,2839.32
53,25600,5357,3786,2034,5,2023-06-19,9,1964.16
54,8789,9214,1184,2104,1,2023-06-05,3,306.66
55,7772,3509,4033,2481,5,2021-06-22,1,985.49
56,15650,6448,3147,2294,2,2022-07-28,4,125.56
57,6189,11029,3439,2430,3,2024-01-08,3,1944.93
58,10715,12451,2960,176,5,2023-01-25,4,1643.04
59,7400,3721,217,2319,2,2020-06-22,9,4156.56
60,2344,9994,3578,2553,1,2022-01-17,6,3667.980000000001
61,23650,11922,2118,2473,1,2022-01-05,8,1701.12
62,6449,6841,4384,402,3,2021-02-06,9,4988.61
63,17364,10060,4188,2255,4,2021-11-12,7,3110.17
64,15405,9918,2746,1748,5,2022-05-30,2,1066.98
65,12554,2972,5055,431,4,2022-05-12,5,2302.25
66,6838,4286,2846,183,2,2024-03-10,9,1048.14
67,6712,5537,3328,561,2,2024-10-24,4,3385.36
68,22434,5333,103,1247,5,2024-06-05,7,3553.34
69,3949,1565,3401,1066,2,2021-06-15,3,863.3700000000001
70,19782,12377,2038,1175,3,2024-09-07,7,6692.349999999999
71,13199,10550,500,1898,4,2021-11-23,1,781.62
72,3291,3696,4678,1468,2,2021-01-08,4,2298.36
73,18910,3220,1182,2263,5,2023-04-20,7,2919.0
74,7811,3177,129,1915,1,2021-01-23,9,7828.83
75,770,5268,4162,1254,2,2023-11-27,4,156.72
76,24178,7003,3030,1410,4,2022-05-19,3,2580.84
77,10894,7988,4610,1625,3,2020-06-05,3,2211.63
78,728,1374,4197,588,2,2021-04-20,9,4497.389999999999
79,17649,315,3547,611,2,2025-04-11,7,1896.79
80,21139,4306,2124,2029,4,2023-05-26,1,309.77
81,10307,3343,2027,950,3,2025-02-10,3,1663.29
82,22306,1659,4909,422,5,2021-03-27,9,4423.77
83,11147,3814,2981,945,5,2025-02-08,9,1426.5
84,6181,7020,2122,2083,1,2025-04-26,7,4939.83
85,16125,1012,2058,372,4,2024-01-07,1,353.06
86,24327,5190,1882,1608,2,2021-06-09,8,5850.8
87,20,11370,4964,1664,4,2021-12-14,2,1960.2
88,19503,1405,3238,2481,2,2020-12-05,5,2951.0
89,5329,2892,4489,1732,5,2021-03-19,3,483.6
90,11872,5141,2254,1670,3,2020-05-18,3,715.26
91,14406,9535,3568,782,2,2024-12-31,9,8197.83
92,10062,8966,4482,1813,1,2024-02-20,3,2275.95
93,4319,11912,2670,2376,5,2024-11-15,4,698.08
94,20409,6276,3187,2069,2,2021-02-09,2,323.06
95,6656,4804,3482,1173,2,2024-05-12,5,3650.0
96,2802,12632,1789,1052,2,2022-03-29,3,599.04
97,8651,11737,3614,2210,1,2021-12-28,6,2556.66
98,17635,1377,3383,1012,2,2022-06-14,7,6604.29
99,20107,11920,4191,2450,1,2020-08-27,2,1549.14
100,12971,5717,5099,435,3,2024-03-04,8,2573.44
101,21238,11023,153,1681,5,2021-06-16,4,571.16
102,24650,10184,5133,1309,5,2021-01-19,5,1929.35
103,23015,7174,2543,932,3,2023-01-09,8,747.68
104,5953,9249,2085,432,4,2024-09-28,4,1748.8
105,7625,5912,3846,204,4,2024-08-07,3,1813.77
106,2075,10740,1157,679,3,2022-04-04,2,1526.4
107,4390,2603,3014,935,1,2023-06-17,1,409.2
108,10065,3397,2755,1278,5,2023-01-19,6,3832.74
109,1567,4307,3115,603,5,2023-05-05,1,579.11
110,4726,3603,963,822,2,2025-02-07,9,7018.38
111,15746,10082,2605,909,4,2020-12-28,7,3812.69
112,25203,2249,2520,1444,3,2024-03-24,5,1806.3
113,3036,6363,5021,2133,4,2024-03-27,4,128.44
114,17700,2053,3117,2273,2,2023-05-07,8,2552.8
115,25381,2078,1360,2214,1,2020-10-22,7,3945.69
116,15811,12537,4932,2148,1,2024-12-25,1,674.73
117,5742,5619,1276,2392,5,2021-04-15,1,776.99
118,10801,11257,2319,2338,4,2021-06-16,4,3473.56
119,18214,7715,4707,1325,5,2023-01-16,9,1512.63
120,5416,9978,2207,2155,1,2024-09-06,9,495.9
121,6689,2463,3232,870,3,2020-05-20,7,1138.83
122,23969,5764,2309,2058,3,2023-04-07,6,2538.36
123,25233,2646,3181,1291,4,2024-01-21,5,1965.6
124,9279,3956,1064,1977,5,2024-10-12,3,195.84
125,20889,12662,3415,787,2,2022-07-11,8,3211.68
126,6960,6342,1043,2055,4,2020-08-18,4,3843.16
127,3061,8459,4769,947,3,2022-02-23,5,2608.4
128,19877,5648,2138,1237,5,2020-08-04,7,815.36
129,6964,8527,3628,1264,2,2025-01-21,3,2367.0
130,8781,11307,598,1101,4,2021-04-27,4,2621.8
131,25429,8656,2927,703,5,2025-01-02,1,352.47
132,16499,66,4819,2175,2,2023-02-08,9,6887.25
133,5903,9085,3951,534,3,2022-08-14,1,387.29
134,12449,8194,2258,1508,2,2022-10-08,2,911.56
135,8151,8347,3988,547,4,2024-08-04,7,1528.73
136,7,6840,1063,633,2,2023-11-23,8,4879.12
137,5723,7371,4743,326,5,2021-08-02,8,3107.6
138,18057,4480,294,206,5,2021-03-25,4,632.84
139,6085,8447,4797,2065,5,2022-12-07,7,5153.12
140,19210,3783,3031,2111,1,2024-08-11,8,2104.16
141,5382,9527,5022,2328,2,2021-12-14,5,3656.45
142,6022,61,2348,569,1,2022-04-28,9,4791.150000000001
143,18318,1221,364,2380,2,2024-01-20,3,2726.01
144,24299,7570,3425,1426,5,2021-12-22,1,342.88
145,14921,7022,3988,193,1,2023-06-05,3,975.3
146,21517,1712,1488,2464,4,2024-08-18,2,1042.66
147,19089,3610,404,2367,5,2022-04-21,5,952.05
148,6325,4375,1782,115,5,2022-12-03,3,1057.26
149,24532,7765,3232,2183,2,2022-12-10,6,156.96
150,6922,1353,3786,675,1,2021-03-06,9,8215.74
151,4499,10075,2376,2558,5,2021-02-18,4,2583.56
152,19127,6504,1846,1138,2,2022-03-06,9,5202.81
153,10668,3491,3217,1469,1,2023-06-20,2,1671.02
154,3223,2073,1563,1139,4,2022-07-27,6,5205.72
155,16927,1339,607,1814,4,2022-04-02,7,151.34
156,19523,7282,3864,279,2,2021-09-27,3,1082.97
157,2471,1267,2422,190,2,2021-09-01,6,411.66
158,17465,7303,3373,1885,3,2025-01-03,5,56.25
159,13019,10167,163,2011,5,2024-08-17,6,453.84
160,10133,4005,3483,2387,3,2022-04-10,3,335.64
161,21334,10482,143,2505,1,2022-12-21,9,8399.25
162,25095,3182,972,1151,5,2020-04-29,5,2382.15
163,12113,12397,1497,1617,1,2024-01-11,5,3455.0
164,785,11272,1491,1706,4,2022-08-29,8,2384.4
165,16063,6975,1521,1068,2,2022-03-15,8,7462.56
166,21018,7560,215,529,2,2021-07-18,8,7086.24
167,15092,11888,4983,802,3,2023-09-26,8,6203.36
168,17501,6555,3876,2422,3,2020-07-03,8,715.6
169,716,9868,3306,1685,5,2021-12-28,8,6594.32
170,6121,4579,1633,1752,5,2023-12-01,8,4513.04
171,4097,6311,2924,1757,3,2023-12-12,7,4254.32
172,3216,2894,2605,2444,1,2020-06-12,7,1720.25
173,18564,10502,4724,1917,1,2025-01-23,4,1212.12
174,24515,7160,3878,2442,1,2020-05-07,7,1713.25
175,22993,10693,3928,1999,4,2024-09-07,4,3298.8
176,8191,5219,3449,1519,1,2022-11-03,8,6468.16
177,13480,7298,3238,2155,4,2020-06-18,9,2347.47
178,1461,817,3532,1463,3,2021-01-13,4,2809.92
179,24106,11893,2066,1063,4,2024-09-20,9,2787.4800000000005
180,18962,138,3421,2359,3,2023-08-01,9,1998.0
181,25380,12735,2824,656,2,2020-06-18,6,4508.04
182,912,10673,4487,220,2,2021-01-20,6,3215.28
183,295,10895,1551,1837,3,2021-08-04,1,582.54
184,5187,455,2641,944,5,2020-10-19,8,3910.8
185,733,9963,1972,865,4,2022-01-21,6,1403.34
186,6334,561,3552,1257,2,2023-11-08,2,619.28
187,14318,4049,2625,1764,4,2022-02-14,1,884.08
188,14372,4150,2685,1092,3,2022-10-05,2,1427.26
189,21525,9990,4265,178,1,2020-06-14,4,620.04
190,6598,6346,4283,2397,1,2025-04-15,3,2396.34
191,9741,10681,1876,1267,3,2023-09-13,7,4299.259999999999
192,11416,11749,3504,2558,1,2023-03-14,3,1515.0
193,15750,12124,778,1580,1,2023-10-07,1,561.64
194,23761,4822,3762,38,2,2022-10-18,6,3711.66
195,21307,1470,4331,2547,1,2025-02-08,9,7946.28
196,14574,6110,3371,2396,3,2023-09-19,9,1180.98
197,18334,243,661,1398,4,2020-10-20,6,1911.18
198,18759,7521,285,1898,4,2023-11-02,8,7280.64
199,2614,3000,4175,2469,3,2023-02-07,4,543.0
200,7807,9305,4568,466,4,2023-05-12,9,976.41
201,11250,11370,4988,1874,5,2023-04-08,9,8820.9
202,6484,10952,1329,591,4,2022-09-10,6,4433.4
203,7446,828,5060,271,3,2021-09-22,4,3604.48
204,15512,10289,3221,1716,2,2022-11-04,8,7333.44
205,23861,8868,3859,152,1,2024-10-09,5,69.25
206,23374,11153,3719,1147,2,2024-07-16,3,914.64
207,24320,7831,2071,1920,1,2022-07-15,3,1190.25
208,10807,8322,299,834,2,2022-04-10,7,4117.889999999999
209,14020,4278,3569,1938,3,2023-10-18,8,5268.56
210,22390,4283,74,1519,2,2025-04-11,1,582.09
211,1154,10701,3554,599,2,2023-03-02,3,1898.49
212,19329,3450,346,740,1,2021-02-04,2,95.16
213,1221,6038,4451,2479,5,2022-10-23,2,111.1
214,14552,7473,4629,1615,3,2021-02-06,2,789.0
215,7516,1677,5032,1999,3,2024-06-07,5,2850.9500000000003
216,10064,6406,2533,479,4,2020-06-29,2,1645.78
217,7650,6103,1,1184,3,2024-10-17,7,5340.72
218,5948,7674,1892,2216,1,2021-05-12,1,601.86
219,17627,11160,1277,989,2,2021-04-28,8,5179.28
220,182,11321,4594,624,2,2024-02-06,9,6160.95
221,25177,1019,5062,60,2,2021-02-08,8,4582.96
222,16315,5846,3076,1330,5,2021-02-01,1,872.32
223,15454,11695,1890,1065,3,2021-04-15,7,3008.6
224,16187,2289,4941,1900,4,2021-09-09,2,1735.78
225,10078,9178,3196,1772,4,2022-06-18,5,2294.15
226,10859,8095,1867,1840,4,2024-07-17,4,43.6
227,13805,364,2336,805,2,2022-11-05,9,3937.59
228,8167,4024,4870,1021,3,2023-07-09,2,970.7
229,171,8088,3080,1486,2,2021-09-11,6,4116.299999999999
230,8719,12349,4949,328,4,2022-07-11,4,2737.2
231,16692,2722,1128,1313,2,2023-09-11,3,2416.23
232,7871,1248,3622,2529,4,2023-05-30,2,119.22
233,23898,7416,3849,1977,5,2021-10-19,3,2969.19
234,22427,10358,4689,2038,4,2021-03-28,3,1537.59
235,8760,3253,1068,1727,3,2024-03-14,6,4675.56
236,20366,4248,2722,171,2,2024-05-29,4,3454.16
237,7707,4342,4821,1425,5,2022-09-07,8,4227.68
238,1400,12620,2868,1702,4,2024-05-04,3,445.65
239,7754,7741,889,1398,4,2024-01-16,8,697.36
240,17445,11259,2460,2094,5,2024-10-20,9,4354.38
241,22973,179,4545,1527,1,2023-04-15,9,5849.82
242,22409,6662,2368,1218,5,2024-05-08,8,3464.56
243,12459,1453,2463,1809,5,2022-10-26,7,958.65
244,16189,11997,765,1751,1,2022-06-23,3,2780.01
245,21698,6614,4216,2495,5,2023-11-17,6,321.54
246,22034,12599,4180,389,4,2020-09-08,6,2175.7200000000003
247,1398,11163,4488,2338,3,2021-04-12,5,947.0
248,15521,2994,3173,1303,2,2024-11-13,9,6993.63
249,22472,11610,2693,1124,4,2022-10-09,2,484.84
250,12305,6031,3927,1314,3,2022-04-29,9,2233.89
251,12595,7177,520,545,1,2020-07-09,6,3832.26
252,5595,6588,3720,1055,2,2024-06-12,8,2884.24
253,7338,2226,2031,672,4,2021-10-12,4,788.28
254,6142,12215,1631,862,2,2020-07-19,6,4169.28
255,21499,8063,3479,1717,3,2024-11-30,4,2522.88
256,22702,12014,4347,1563,3,2020-07-11,4,3510.4
257,429,10244,3270,1440,2,2021-06-14,3,1947.69
258,17724,7379,3556,1788,5,2024-06-12,8,1515.28
259,18868,1631,742,2112,4,2022-11-11,3,2407.65
260,7350,9947,1947,2538,3,2020-08-28,6,3494.76
261,24406,11293,126,1072,1,2023-04-04,7,3141.6
262,9996,4419,4283,660,1,2021-11-19,6,481.98
263,20083,4420,4592,2165,3,2020-09-28,7,348.88
264,15755,9246,3239,461,5,2022-01-30,3,1789.7400000000002
265,12461,2525,3600,2035,2,2022-06-12,5,3426.8
266,1635,2226,115,2511,5,2025-01-01,3,591.21
267,14272,6981,1734,2495,2,2023-08-27,4,1699.36
268,488,5045,2263,880,4,2020-06-12,9,7696.53
269,14877,8724,4548,961,3,2023-08-25,3,1871.58
270,18383,2996,15,1178,1,2023-03-17,5,1721.6999999999998
271,16222,8903,3922,1903,4,2020-08-24,8,4615.44
272,610,1776,4493,1970,2,2022-03-14,3,2319.78
273,19853,3480,632,2284,5,2024-05-25,8,2424.96
274,6837,9594,1240,2275,2,2024-11-27,4,2661.6
275,21743,9763,3657,1853,1,2020-11-16,3,899.01
276,7603,4321,2948,1623,4,2021-08-05,2,1569.94
277,9544,6208,2797,1593,4,2025-03-15,5,4662.25
278,15266,3758,1892,2170,1,2023-11-02,2,1845.66
279,7344,5400,1318,988,2,2020-08-08,1,160.24
280,8740,7520,1591,1314,5,2024-11-27,9,8049.06
281,14043,1970,669,434,3,2021-01-02,3,53.7
282,10199,11860,231,2370,5,2024-06-07,6,1347.06
283,4020,7629,4803,690,1,2023-09-08,1,933.41
284,11260,10093,2287,1706,2,2023-09-28,3,808.74
285,25457,4469,3464,2298,2,2020-08-22,4,2916.52
286,23511,11284,4359,1380,3,2021-09-07,8,5702.56
287,21000,12043,4832,1805,2,2025-02-24,5,4548.5
288,8381,3013,2727,2346,3,2020-10-24,3,268.79999999999995
289,25575,5107,812,662,4,2022-11-01,4,2094.76
290,21126,3942,2094,576,2,2024-03-15,5,4168.65
291,21909,110,307,887,3,2023-11-30,7,6196.75
292,3353,568,3341,79,1,2021-08-25,1,762.56
293,7304,2286,4108,961,3,2022-04-22,3,1723.8000000000002
294,12718,1419,2911,1774,4,2024-10-31,1,730.42
295,13046,8425,690,100,4,2024-11-28,6,5647.32
296,19180,7403,4392,2325,1,2021-03-25,1,291.95
297,12350,3397,3947,1988,1,2024-11-30,6,3832.74
298,20080,1907,974,521,5,2021-06-26,6,5080.92
299,1550,2502,1022,792,3,2020-08-07,8,283.92
300,22949,4336,3615,502,4,2024-03-12,9,6475.32
301,11776,6817,2222,1030,5,2022-11-25,7,6545.56
302,13154,10241,818,1410,5,2024-10-06,1,224.07
303,7447,10425,2728,2383,3,2023-05-09,6,1952.64
304,21249,11982,989,1220,2,2021-10-19,8,3737.52
305,7165,12407,1337,2223,2,2023-04-18,6,1140.9
306,2430,7310,5072,1782,5,2022-12-06,4,277.68
307,11516,507,4559,1983,2,2023-05-23,9,6516.18
308,807,744,2333,1425,3,2022-06-20,1,337.45
309,17360,2880,3507,702,3,2023-06-02,2,458.0
310,19186,9,3416,35,3,2020-07-30,3,2231.64
311,24185,5511,1810,2237,1,2023-09-20,1,778.19
312,18521,4125,3686,259,4,2023-11-03,1,437.0
313,16925,9672,4526,1642,3,2021-08-03,1,651.8
314,13961,11977,4489,2356,3,2021-05-17,3,2421.84
315,19494,5086,2290,2158,5,2021-06-28,6,356.34000000000003
316,24066,7785,2713,1633,4,2023-09-29,5,4437.35
317,7047,6319,1438,2242,3,2024-04-23,1,301.38
318,19666,12285,1429,626,3,2020-09-13,6,5891.16
319,21972,3846,3423,1292,4,2022-04-09,4,3202.64
320,12715,6490,2011,1531,4,2022-10-02,5,1004.0
321,23154,2771,1408,172,4,2021-10-05,8,4956.24
322,9412,9787,2166,1819,4,2024-11-21,9,2420.46
323,13616,3300,930,2347,1,2023-08-28,2,1523.46
324,18832,9871,4060,1006,1,2022-04-30,2,254.74
325,891,4848,2667,2,5,2023-03-13,5,4506.549999999999
326,7668,7534,4600,1208,4,2022-10-13,1,206.42
327,16568,8899,1342,888,1,2020-10-22,3,650.64
328,2966,5455,1760,733,1,2024-01-01,7,304.78
329,22385,10353,4229,2208,1,2022-11-20,8,5705.04
330,21826,1562,2954,38,4,2023-12-12,4,3241.28
331,11528,11613,1754,1395,4,2024-10-24,1,199.4
332,90,2473,1044,1548,3,2023-07-24,6,4390.92
333,13713,8235,4217,2421,1,2023-08-25,5,2938.2
334,19245,4286,4578,2257,4,2022-05-14,7,815.2199999999999
335,20779,9412,799,1214,3,2020-11-09,3,1487.01
336,24225,8912,2244,697,2,2023-05-03,4,1299.76
337,12604,1578,446,2044,4,2024-08-26,7,2814.77
338,17410,6234,1049,370,4,2024-05-19,6,1176.9
339,2366,2484,1012,1557,3,2020-09-13,8,3623.52
340,20480,5033,1369,1647,5,2022-06-12,2,1496.54
341,1718,7370,2773,485,4,2020-08-15,1,348.58
342,14512,6629,2062,1378,2,2020-07-31,9,7394.94
343,12315,11441,1824,995,3,2021-05-29,8,4418.56
344,5277,11003,1340,1356,3,2021-10-17,8,6359.84
345,22488,9576,707,2200,2,2022-05-10,1,373.13
346,14130,4539,2519,1552,2,2024-09-06,3,1446.75
347,4382,2390,1072,2508,2,2021-10-01,8,6174.48
348,1104,3083,111,262,4,2021-11-29,7,2806.65
349,21438,11603,489,878,4,2021-09-13,1,342.17
350,23717,1360,4087,2506,3,2022-05-15,2,1826.14
351,4854,7328,2917,771,4,2020-06-12,1,943.9
352,2791,8697,3939,1160,2,2022-11-13,3,2405.91
353,2221,6831,1596,906,4,2023-01-14,9,7136.82
354,1066,12044,3727,2482,5,2021-08-27,6,1076.46
355,22238,7663,265,23,2,2024-08-20,6,4184.9400000000005
356,6675,4633,880,665,1,2022-09-12,2,1897.54
357,2891,737,2350,1725,1,2025-03-21,9,5480.099999999999
358,23072,3687,2287,566,4,2024-03-08,5,3245.65
359,9542,9211,2097,1240,3,2023-11-05,2,1894.9
360,8685,3446,4377,769,2,2022-04-09,1,299.95
361,16138,1742,4587,1658,3,2022-09-15,1,665.74
362,290,5372,3035,187,3,2022-11-21,5,3939.65
363,28,6046,1869,1564,5,2024-12-16,6,1750.62
364,25182,4268,809,2056,2,2020-08-06,1,892.38
365,9192,10845,2704,77,5,2021-01-24,6,5644.14
366,22306,9913,1706,1243,1,2020-11-19,5,3461.55
367,7367,7117,4267,2557,1,2024-12-13,6,1916.1
368,791,11142,4521,2362,3,2020-05-30,1,616.9
369,8079,6371,960,1570,2,2021-11-14,9,6405.03
370,5891,11568,3609,776,3,2021-04-08,1,946.43
371,9519,5911,1572,421,1,2023-01-21,7,1889.37
372,23249,9786,155,219,3,2022-10-04,1,815.03
373,25047,11037,4193,65,2,2025-04-04,3,212.13
374,15354,499,3164,1983,5,2024-09-05,9,6514.02
375,12789,7377,4600,1324,4,2020-10-17,7,5056.17
376,6328,8345,3741,2212,3,2023-11-10,7,991.48
377,3294,8321,4157,569,5,2021-02-10,7,6644.54
378,21805,9302,1132,2494,3,2020-09-01,4,1646.4
379,16545,1487,4512,379,5,2021-07-11,9,8387.64
380,20304,1162,3627,1370,5,2024-06-07,7,5463.990000000001
381,23975,8920,4474,582,5,2021-01-09,2,1200.86
382,3466,5423,2304,2014,2,2022-07-22,8,6140.4
383,21341,9014,2557,2014,1,2021-02-06,1,18.36
384,24798,389,3624,672,4,2022-01-04,1,814.14
385,17004,5990,923,2458,4,2025-04-03,3,2489.61
386,5686,2305,3825,2512,3,2021-05-30,5,2001.9
387,25107,1320,1495,295,1,2025-04-19,4,3474.68
388,23543,10602,3930,2447,2,2020-12-03,8,157.2
389,21075,9754,1086,110,2,2020-10-22,6,4595.9400000000005
390,10483,421,534,2120,3,2024-08-11,6,3325.0199999999995
391,6387,10381,2334,167,2,2020-05-22,6,2087.46
392,10563,4785,3407,643,2,2022-05-13,7,1450.96
393,19760,5835,195,1783,5,2023-07-07,6,1650.96
394,19767,10211,2862,350,1,2022-01-14,2,870.74
395,11226,5455,3730,1408,4,2020-05-14,8,348.32
396,7750,2574,4327,1267,3,2023-07-01,4,2835.36
397,16438,9537,1109,1268,4,2020-12-26,9,8994.33
398,10123,9370,1866,1186,4,2021-10-12,5,4633.3
399,5891,11007,3096,1045,2,2021-01-15,5,571.7
400,20879,8354,1108,985,4,2020-12-03,9,6718.68
401,18306,11333,4863,2363,2,2023-09-01,1,133.74
402,13263,8456,4677,1977,1,2023-09-24,5,809.7
403,7186,6208,682,1897,5,2024-09-30,5,4662.25
404,7241,4172,4779,1786,4,2024-04-20,2,1210.04
405,19899,5056,3278,340,1,2022-11-02,6,3999.72
406,19186,11187,897,1939,1,2020-09-23,5,3079.15
407,13487,10030,2871,166,4,2021-05-25,8,3570.56
408,6221,7514,2555,2566,3,2020-08-20,4,1906.16
409,18381,520,3834,2265,2,2023-07-22,1,865.88
410,2228,10454,3638,1753,1,2021-10-26,2,803.5
411,2134,2312,68,1190,1,2022-04-29,4,388.8
412,13771,3167,4482,827,2,2023-09-23,6,2887.5
413,16529,3388,2602,524,2,2020-11-27,4,1829.2
414,23700,9907,2719,1414,2,2023-02-28,7,798.35
415,6524,500,2415,729,1,2021-09-11,7,363.44
416,17756,38,3319,2079,3,2025-04-06,8,4229.2
417,18757,3336,4559,587,5,2023-06-19,1,169.4
418,25388,7597,4461,2444,3,2023-02-14,1,50.85
419,5998,4505,644,781,3,2024-11-25,3,1481.91
420,6491,12001,1453,318,1,2021-03-14,1,499.89
421,6669,4537,3724,1165,5,2023-02-14,6,547.3199999999999
422,6572,7101,1109,910,1,2020-07-05,9,1648.53
423,21031,9158,1132,2342,2,2022-01-15,8,2160.4
424,1726,5368,388,2419,3,2022-01-28,1,490.09
425,13643,10769,1905,323,3,2022-06-26,7,2763.46
426,21087,11152,5046,1683,4,2024-07-16,4,2298.44
427,21281,6603,2469,2545,5,2023-07-05,8,4558.16
428,19164,11673,3426,1301,5,2024-07-31,7,3592.12
429,25424,7408,4175,1680,3,2024-01-14,6,3561.66
430,9492,11028,2252,866,1,2022-03-22,2,1231.04
431,15967,11558,2943,1625,5,2021-10-27,8,712.24
432,9579,11366,3663,1115,2,2022-02-13,6,2664.84
433,17371,4134,4014,2529,1,2022-12-23,5,1374.75
434,3032,5957,3631,1774,2,2020-07-07,6,226.2
435,11915,11001,4734,1988,4,2024-12-11,9,3350.7000000000003
436,23368,6412,524,591,3,2022-05-03,5,4284.8
437,17028,623,2949,1569,2,2020-12-19,5,498.15
438,9976,3680,515,140,2,2024-04-05,8,7334.32
439,4570,7703,1474,2343,2,2025-02-02,9,5009.13
440,12375,8063,5110,2407,1,2022-04-13,4,2522.88
441,10524,5645,369,1414,3,2024-11-26,6,1648.8000000000002
442,3991,2724,975,2287,1,2020-12-08,9,4533.75
443,7463,9990,3089,292,3,2023-03-08,7,1085.07
444,17379,1434,2745,2404,1,2023-05-07,5,1070.1
445,19000,4251,570,495,2,2023-11-23,9,4264.650000000001
446,566,2641,2813,656,4,2020-11-06,7,5869.57
447,23145,2232,2572,1891,4,2022-12-28,6,624.72
448,9558,8243,2298,818,3,2022-07-07,2,1240.98
449,11474,9608,1465,563,4,2020-12-05,1,887.97
450,441,3106,1362,160,1,2021-11-07,6,5097.42
451,16677,2588,3311,2230,3,2023-06-18,9,1073.16
452,17490,7886,4452,1312,1,2024-06-30,5,4789.95
453,23320,1430,290,2308,2,2024-07-09,3,401.58
454,4983,8561,648,783,2,2020-10-03,9,1451.88
455,20831,2371,1107,1111,5,2021-08-30,4,1395.28
456,1253,772,4506,2307,2,2020-09-20,9,8829.81
457,3043,7605,757,1990,4,2021-04-26,9,677.6999999999999
458,20933,11096,1776,2173,3,2024-03-24,5,2097.7000000000003
459,6714,7909,1308,2181,3,2022-10-20,9,1862.37
460,10962,6304,4130,129,4,2020-11-01,6,2862.42
461,11541,11167,3939,1209,1,2024-04-19,1,685.12
462,15090,10211,1677,2505,1,2025-04-07,1,435.37
463,2990,10496,1122,894,3,2023-08-21,9,2611.71
464,22681,2855,3204,1524,3,2025-03-01,7,392.49
465,12234,4539,1901,675,5,2021-08-08,6,2893.5
466,9593,2976,2344,557,4,2025-03-19,3,437.82
467,24554,7396,180,654,2,2023-05-23,3,2629.68
468,18978,11496,975,472,1,2023-06-07,3,2469.39
469,14269,1858,3475,472,4,2020-06-11,2,922.4
470,15703,3366,794,282,5,2024-01-29,3,1332.42
471,18153,5286,2605,1130,3,2022-06-13,5,4100.8
472,1642,3645,3170,1878,4,2022-05-03,3,2120.19
473,16444,9534,3931,119,2,2023-05-01,8,2320.48
474,761,285,4762,876,5,2021-01-26,9,3449.16
475,6655,7915,3145,462,4,2025-03-05,4,3265.68
